Depth,taxon,count,apnap_count_sums,count_sum,rel_abund
27.75,Orchidaceae,0,744,1525,0
27.75,Drosera rotundifolia type,1,744,1525,0.13440860215053765
27.75,Scheuchzeria,0,744,1525,0
27.75,Eriocaulon,0,744,1525,0
27.75,Litorella,0,744,1525,0
27.75,Sphagnum,153,744,1525,20.56451612903226
27.75,Selaginella selaginoides,5,744,1525,0.6720430107526881
27.75,HdV-127,0,744,1525,0
27.75,Filicales monolete,37,744,1525,4.973118279569892
27.75,Thelypteris,0,744,1525,0
27.75,Polypodium,1,744,1525,0.13440860215053765
27.75,Pteridium,0,744,1525,0
27.75,Osmunda,20,744,1525,2.6881720430107525
27.75,Botrychium,0,744,1525,0
27.75,Equisetum,0,744,1525,0
27.75,Huperzia,3,744,1525,0.4032258064516129
27.75,Lycopodiella inundata,0,744,1525,0
27.75,Lycopodium annotinum,0,744,1525,0
27.75,HdV-1,0,744,1525,0
27.75,HdV-13,4,744,1525,0.5376344086021506
27.75,HdV-55A,1,744,1525,0.13440860215053765
27.75,HdV-112,0,744,1525,0
27.75,HdV-113,0,744,1525,0
27.75,HdV-205,0,744,1525,0
27.75,HdV-126 Clasterosporium caricinum,1,744,1525,0.13440860215053765
27.75,HdV-143,0,744,1525,0
27.75,HdV-572,6,744,1525,0.8064516129032258
27.75,Glomeromycota,0,744,1525,0
29.75,Cyperaceae,121,579.5,3258,20.88006902502157
29.75,Sparganium type,0,579.5,3258,0
29.75,Alismataceae,0,579.5,3258,0
29.75,Iris,0,579.5,3258,0
29.75,Menyanthes,0,579.5,3258,0
29.75,Rumex aquaticus type,0,579.5,3258,0
29.75,Epipctis,0,579.5,3258,0
29.75,Orchidaceae,0,579.5,3258,0
29.75,Drosera rotundifolia type,1,579.5,3258,0.1725625539257981
29.75,Scheuchzeria,0,579.5,3258,0
29.75,Eriocaulon,0,579.5,3258,0
29.75,Litorella,0,579.5,3258,0
29.75,Sphagnum,108,579.5,3258,18.636755823986196
29.75,Selaginella selaginoides,3,579.5,3258,0.5176876617773942
29.75,HdV-127,0,579.5,3258,0
29.75,Filicales monolete,25,579.5,3258,4.3140638481449525
29.75,Thelypteris,0,579.5,3258,0
29.75,Polypodium,0,579.5,3258,0
29.75,Pteridium,2,579.5,3258,0.3451251078515962
29.75,Osmunda,12,579.5,3258,2.070750647109577
29.75,Botrychium,0,579.5,3258,0
29.75,Equisetum,0,579.5,3258,0
29.75,Huperzia,2,579.5,3258,0.3451251078515962
29.75,Lycopodiella inundata,0,579.5,3258,0
29.75,Lycopodium annotinum,0,579.5,3258,0
29.75,HdV-1,0,579.5,3258,0
29.75,HdV-13,4,579.5,3258,0.6902502157031924
29.75,HdV-55A,2,579.5,3258,0.3451251078515962
29.75,HdV-112,0,579.5,3258,0
29.75,HdV-113,1,579.5,3258,0.1725625539257981
29.75,HdV-205,0,579.5,3258,0
29.75,HdV-126 Clasterosporium caricinum,0,579.5,3258,0
29.75,HdV-143,0,579.5,3258,0
29.75,HdV-572,1,579.5,3258,0.1725625539257981
29.75,Glomeromycota,0,579.5,3258,0
30.25,Cyperaceae,160,681.5,2603,23.47762289068232
30.25,Sparganium type,0,681.5,2603,0
30.25,Alismataceae,0,681.5,2603,0
30.25,Iris,0,681.5,2603,0
30.25,Menyanthes,0,681.5,2603,0
30.25,Rumex aquaticus type,0,681.5,2603,0
30.25,Epipctis,0,681.5,2603,0
30.25,Orchidaceae,0,681.5,2603,0
30.25,Drosera rotundifolia type,1,681.5,2603,0.1467351430667645
30.25,Scheuchzeria,0,681.5,2603,0
30.25,Eriocaulon,0,681.5,2603,0
30.25,Litorella,1,681.5,2603,0.1467351430667645
30.25,Sphagnum,159,681.5,2603,23.330887747615552
30.25,Selaginella selaginoides,2,681.5,2603,0.293470286133529
30.25,HdV-127,0,681.5,2603,0
30.25,Filicales monolete,34,681.5,2603,4.988994864269992
30.25,Thelypteris,0,681.5,2603,0
30.25,Polypodium,0,681.5,2603,0
30.25,Pteridium,1,681.5,2603,0.1467351430667645
30.25,Osmunda,22,681.5,2603,3.2281731474688184
30.25,Botrychium,0,681.5,2603,0
30.25,Equisetum,0,681.5,2603,0
30.25,Huperzia,2,681.5,2603,0.293470286133529
30.25,Lycopodiella inundata,1,681.5,2603,0.1467351430667645
30.25,Lycopodium annotinum,0,681.5,2603,0
30.25,HdV-1,1,681.5,2603,0.1467351430667645
30.25,HdV-13,3,681.5,2603,0.4402054292002935
30.25,HdV-55A,0,681.5,2603,0
30.25,HdV-112,0,681.5,2603,0
30.25,HdV-113,0,681.5,2603,0
30.25,HdV-205,0,681.5,2603,0
30.25,HdV-126 Clasterosporium caricinum,1,681.5,2603,0.1467351430667645
30.25,HdV-143,0,681.5,2603,0
30.25,HdV-572,0,681.5,2603,0
30.25,Glomeromycota,0,681.5,2603,0
30.75,Cyperaceae,143,657,1933,21.765601217656013
30.75,Sparganium type,1,657,1933,0.15220700152207
30.75,Alismataceae,0,657,1933,0
30.75,Iris,0,657,1933,0
30.75,Menyanthes,0,657,1933,0
30.75,Rumex aquaticus type,0,657,1933,0
30.75,Epipctis,0,657,1933,0
30.75,Orchidaceae,0,657,1933,0
30.75,Drosera rotundifolia type,0,657,1933,0
30.75,Scheuchzeria,0,657,1933,0
30.75,Eriocaulon,0,657,1933,0
30.75,Litorella,1,657,1933,0.15220700152207
30.75,Sphagnum,152,657,1933,23.13546423135464
30.75,Selaginella selaginoides,6,657,1933,0.91324200913242
30.75,HdV-127,0,657,1933,0
30.75,Filicales monolete,27,657,1933,4.10958904109589
30.75,Thelypteris,0,657,1933,0
30.75,Polypodium,1,657,1933,0.15220700152207
30.75,Pteridium,1,657,1933,0.15220700152207
30.75,Osmunda,18,657,1933,2.73972602739726
30.75,Botrychium,0,657,1933,0
30.75,Equisetum,0,657,1933,0
30.75,Huperzia,3,657,1933,0.45662100456621
30.75,Lycopodiella inundata,1,657,1933,0.15220700152207
30.75,Lycopodium annotinum,0,657,1933,0
30.75,HdV-1,0,657,1933,0
30.75,HdV-13,8,657,1933,1.21765601217656
30.75,HdV-55A,1,657,1933,0.15220700152207
30.75,HdV-112,1,657,1933,0.15220700152207
30.75,HdV-113,0,657,1933,0
30.75,HdV-205,1,657,1933,0.15220700152207
30.75,HdV-126 Clasterosporium caricinum,0,657,1933,0
30.75,HdV-143,0,657,1933,0
30.75,HdV-572,1,657,1933,0.15220700152207
30.75,Glomeromycota,0,657,1933,0
31.25,Cyperaceae,93,518.5,3485,17.93635486981678
31.25,Sparganium type,0,518.5,3485,0
31.25,Alismataceae,0,518.5,3485,0
31.25,Iris,0,518.5,3485,0
31.25,Menyanthes,0,518.5,3485,0
31.25,Rumex aquaticus type,0,518.5,3485,0
31.25,Epipctis,0,518.5,3485,0
31.25,Orchidaceae,0,518.5,3485,0
31.25,Drosera rotundifolia type,0,518.5,3485,0
31.25,Scheuchzeria,0,518.5,3485,0
31.25,Eriocaulon,0,518.5,3485,0
31.25,Litorella,2,518.5,3485,0.3857280617164899
31.25,Sphagnum,102,518.5,3485,19.672131147540984
31.25,Selaginella selaginoides,0,518.5,3485,0
31.25,HdV-127,0,518.5,3485,0
31.25,Filicales monolete,18,518.5,3485,3.4715525554484086
31.25,Thelypteris,0,518.5,3485,0
31.25,Polypodium,0,518.5,3485,0
31.25,Pteridium,0,518.5,3485,0
31.25,Osmunda,8,518.5,3485,1.5429122468659595
31.25,Botrychium,0,518.5,3485,0
31.25,Equisetum,1,518.5,3485,0.19286403085824494
31.25,Huperzia,3,518.5,3485,0.5785920925747349
31.25,Lycopodiella inundata,0,518.5,3485,0
31.25,Lycopodium annotinum,0,518.5,3485,0
31.25,HdV-1,0,518.5,3485,0
31.25,HdV-13,8,518.5,3485,1.5429122468659595
31.25,HdV-55A,2,518.5,3485,0.3857280617164899
31.25,HdV-112,0,518.5,3485,0
31.25,HdV-113,0,518.5,3485,0
31.25,HdV-205,0,518.5,3485,0
31.25,HdV-126 Clasterosporium caricinum,0,518.5,3485,0
31.25,HdV-143,0,518.5,3485,0
31.25,HdV-572,2,518.5,3485,0.3857280617164899
31.25,Glomeromycota,0,518.5,3485,0
31.75,Cyperaceae,156,658.5,2195,23.690205011389523
31.75,Sparganium type,0,658.5,2195,0
31.75,Alismataceae,0,658.5,2195,0
31.75,Iris,0,658.5,2195,0
31.75,Menyanthes,0,658.5,2195,0
31.75,Rumex aquaticus type,0,658.5,2195,0
31.75,Epipctis,0,658.5,2195,0
31.75,Orchidaceae,0,658.5,2195,0
31.75,Drosera rotundifolia type,0,658.5,2195,0
31.75,Scheuchzeria,0,658.5,2195,0
31.75,Eriocaulon,1,658.5,2195,0.15186028853454822
31.75,Litorella,0,658.5,2195,0
31.75,Sphagnum,123,658.5,2195,18.678815489749432
31.75,Selaginella selaginoides,5,658.5,2195,0.759301442672741
31.75,HdV-127,0,658.5,2195,0
31.75,Filicales monolete,22,658.5,2195,3.340926347760061
31.75,Thelypteris,0,658.5,2195,0
31.75,Polypodium,0,658.5,2195,0
31.75,Pteridium,1,658.5,2195,0.15186028853454822
31.75,Osmunda,20,658.5,2195,3.037205770690964
31.75,Botrychium,0,658.5,2195,0
31.75,Equisetum,0,658.5,2195,0
31.75,Huperzia,2,658.5,2195,0.30372057706909644
31.75,Lycopodiella inundata,0,658.5,2195,0
31.75,Lycopodium annotinum,0,658.5,2195,0
31.75,HdV-1,0,658.5,2195,0
31.75,HdV-13,5,658.5,2195,0.759301442672741
31.75,HdV-55A,2,658.5,2195,0.30372057706909644
31.75,HdV-112,0,658.5,2195,0
31.75,HdV-113,1,658.5,2195,0.15186028853454822
31.75,HdV-205,1,658.5,2195,0.15186028853454822
31.75,HdV-126 Clasterosporium caricinum,0,658.5,2195,0
31.75,HdV-143,0,658.5,2195,0
31.75,HdV-572,1,658.5,2195,0.15186028853454822
31.75,Glomeromycota,0,658.5,2195,0
32.25,Cyperaceae,106,606.5,2554,17.477328936521022
32.25,Sparganium type,0,606.5,2554,0
32.25,Alismataceae,0,606.5,2554,0
32.25,Iris,0,606.5,2554,0
32.25,Menyanthes,0,606.5,2554,0
32.25,Rumex aquaticus type,0,606.5,2554,0
32.25,Epipctis,0,606.5,2554,0
32.25,Orchidaceae,0,606.5,2554,0
32.25,Drosera rotundifolia type,0,606.5,2554,0
32.25,Scheuchzeria,0,606.5,2554,0
32.25,Eriocaulon,1,606.5,2554,0.16488046166529266
32.25,Litorella,3,606.5,2554,0.49464138499587795
32.25,Sphagnum,116,606.5,2554,19.12613355317395
32.25,Selaginella selaginoides,2,606.5,2554,0.3297609233305853
32.25,HdV-127,0,606.5,2554,0
32.25,Filicales monolete,37,606.5,2554,6.100577081615829
32.25,Thelypteris,0,606.5,2554,0
32.25,Polypodium,0,606.5,2554,0
32.25,Pteridium,0,606.5,2554,0
32.25,Osmunda,16,606.5,2554,2.6380873866446826
32.25,Botrychium,0,606.5,2554,0
32.25,Equisetum,1,606.5,2554,0.16488046166529266
32.25,Huperzia,4,606.5,2554,0.6595218466611706
32.25,Lycopodiella inundata,0,606.5,2554,0
32.25,Lycopodium annotinum,0,606.5,2554,0
32.25,HdV-1,0,606.5,2554,0
32.25,HdV-13,8,606.5,2554,1.3190436933223413
32.25,HdV-55A,0,606.5,2554,0
32.25,HdV-112,2,606.5,2554,0.3297609233305853
32.25,HdV-113,0,606.5,2554,0
32.25,HdV-205,0,606.5,2554,0
32.25,HdV-126 Clasterosporium caricinum,0,606.5,2554,0
32.25,HdV-143,0,606.5,2554,0
32.25,HdV-572,1,606.5,2554,0.16488046166529266
32.25,Glomeromycota,0,606.5,2554,0
32.75,Cyperaceae,120,697.5,2021,17.20430107526882
32.75,Sparganium type,0,697.5,2021,0
32.75,Alismataceae,0,697.5,2021,0
32.75,Iris,0,697.5,2021,0
32.75,Menyanthes,0,697.5,2021,0
32.75,Rumex aquaticus type,0,697.5,2021,0
32.75,Epipctis,0,697.5,2021,0
32.75,Orchidaceae,0,697.5,2021,0
32.75,Drosera rotundifolia type,0,697.5,2021,0
32.75,Scheuchzeria,0,697.5,2021,0
32.75,Eriocaulon,0,697.5,2021,0
32.75,Litorella,4,697.5,2021,0.5734767025089605
32.75,Sphagnum,151,697.5,2021,21.648745519713263
32.75,Selaginella selaginoides,0,697.5,2021,0
32.75,HdV-127,0,697.5,2021,0
32.75,Filicales monolete,33,697.5,2021,4.731182795698925
32.75,Thelypteris,0,697.5,2021,0
32.75,Polypodium,1,697.5,2021,0.14336917562724014
32.75,Pteridium,1,697.5,2021,0.14336917562724014
32.75,Osmunda,26,697.5,2021,3.7275985663082443
32.75,Botrychium,0,697.5,2021,0
32.75,Equisetum,0,697.5,2021,0
32.75,Huperzia,1,697.5,2021,0.14336917562724014
32.75,Lycopodiella inundata,0,697.5,2021,0
32.75,Lycopodium annotinum,0,697.5,2021,0
32.75,HdV-1,0,697.5,2021,0
32.75,HdV-13,0,697.5,2021,0
32.75,HdV-55A,1,697.5,2021,0.14336917562724014
32.75,HdV-112,1,697.5,2021,0.14336917562724014
32.75,HdV-113,0,697.5,2021,0
32.75,HdV-205,0,697.5,2021,0
32.75,HdV-126 Clasterosporium caricinum,0,697.5,2021,0
32.75,HdV-143,0,697.5,2021,0
32.75,HdV-572,3,697.5,2021,0.43010752688172044
32.75,Glomeromycota,0,697.5,2021,0
33.25,Cyperaceae,156,761,11311,20.49934296977661
33.25,Sparganium type,3,761,11311,0.39421813403416556
33.25,Alismataceae,0,761,11311,0
33.25,Iris,0,761,11311,0
33.25,Menyanthes,0,761,11311,0
33.25,Rumex aquaticus type,0,761,11311,0
33.25,Epipctis,0,761,11311,0
33.25,Orchidaceae,0,761,11311,0
33.25,Drosera rotundifolia type,1,761,11311,0.1314060446780552
33.25,Scheuchzeria,0,761,11311,0
33.25,Eriocaulon,0,761,11311,0
33.25,Litorella,0,761,11311,0
33.25,Sphagnum,92,761,11311,12.089356110381077
33.25,Selaginella selaginoides,1,761,11311,0.1314060446780552
33.25,HdV-127,0,761,11311,0
33.25,Filicales monolete,43,761,11311,5.650459921156373
33.25,Thelypteris,0,761,11311,0
33.25,Polypodium,0,761,11311,0
33.25,Pteridium,2,761,11311,0.2628120893561104
33.25,Osmunda,20,761,11311,2.628120893561104
33.25,Botrychium,0,761,11311,0
33.25,Equisetum,2,761,11311,0.2628120893561104
33.25,Huperzia,1,761,11311,0.1314060446780552
33.25,Lycopodiella inundata,0,761,11311,0
33.25,Lycopodium annotinum,0,761,11311,0
33.25,HdV-1,0,761,11311,0
33.25,HdV-13,2,761,11311,0.2628120893561104
33.25,HdV-55A,1,761,11311,0.1314060446780552
33.25,HdV-112,0,761,11311,0
33.25,HdV-113,0,761,11311,0
33.25,HdV-205,0,761,11311,0
33.25,HdV-126 Clasterosporium caricinum,0,761,11311,0
33.25,HdV-143,0,761,11311,0
33.25,HdV-572,0,761,11311,0
33.25,Glomeromycota,0,761,11311,0
33.75,Cyperaceae,151,703.5,4736,21.46410803127221
33.75,Sparganium type,0,703.5,4736,0
33.75,Alismataceae,0,703.5,4736,0
33.75,Iris,0,703.5,4736,0
33.75,Menyanthes,0,703.5,4736,0
33.75,Rumex aquaticus type,2,703.5,4736,0.28429282160625446
33.75,Epipctis,0,703.5,4736,0
33.75,Orchidaceae,0,703.5,4736,0
33.75,Drosera rotundifolia type,1,703.5,4736,0.14214641080312723
33.75,Scheuchzeria,0,703.5,4736,0
33.75,Eriocaulon,0,703.5,4736,0
33.75,Litorella,1,703.5,4736,0.14214641080312723
33.75,Sphagnum,86,703.5,4736,12.224591329068941
33.75,Selaginella selaginoides,1,703.5,4736,0.14214641080312723
33.75,HdV-127,0,703.5,4736,0
33.75,Filicales monolete,31,703.5,4736,4.4065387348969445
33.75,Thelypteris,0,703.5,4736,0
33.75,Polypodium,1,703.5,4736,0.14214641080312723
33.75,Pteridium,1,703.5,4736,0.14214641080312723
33.75,Osmunda,13,703.5,4736,1.8479033404406537
33.75,Botrychium,0,703.5,4736,0
33.75,Equisetum,1,703.5,4736,0.14214641080312723
33.75,Huperzia,3,703.5,4736,0.42643923240938164
33.75,Lycopodiella inundata,0,703.5,4736,0
33.75,Lycopodium annotinum,0,703.5,4736,0
33.75,HdV-1,0,703.5,4736,0
33.75,HdV-13,5,703.5,4736,0.7107320540156361
33.75,HdV-55A,0,703.5,4736,0
33.75,HdV-112,0,703.5,4736,0
33.75,HdV-113,0,703.5,4736,0
33.75,HdV-205,0,703.5,4736,0
33.75,HdV-126 Clasterosporium caricinum,1,703.5,4736,0.14214641080312723
33.75,HdV-143,0,703.5,4736,0
33.75,HdV-572,0,703.5,4736,0
33.75,Glomeromycota,0,703.5,4736,0
34.25,Cyperaceae,169,735,22172,22.993197278911566
34.25,Sparganium type,2,735,22172,0.27210884353741494
34.25,Alismataceae,2,735,22172,0.27210884353741494
34.25,Iris,0,735,22172,0
34.25,Menyanthes,0,735,22172,0
34.25,Rumex aquaticus type,0,735,22172,0
34.25,Epipctis,0,735,22172,0
34.25,Orchidaceae,0,735,22172,0
34.25,Drosera rotundifolia type,0,735,22172,0
34.25,Scheuchzeria,0,735,22172,0
34.25,Eriocaulon,0,735,22172,0
34.25,Litorella,1,735,22172,0.13605442176870747
34.25,Sphagnum,115,735,22172,15.646258503401361
34.25,Selaginella selaginoides,3,735,22172,0.40816326530612246
34.25,HdV-127,1,735,22172,0.13605442176870747
34.25,Filicales monolete,38,735,22172,5.170068027210884
34.25,Thelypteris,0,735,22172,0
34.25,Polypodium,2,735,22172,0.27210884353741494
34.25,Pteridium,0,735,22172,0
34.25,Osmunda,20,735,22172,2.7210884353741496
34.25,Botrychium,0,735,22172,0
34.25,Equisetum,0,735,22172,0
34.25,Huperzia,4,735,22172,0.5442176870748299
34.25,Lycopodiella inundata,0,735,22172,0
34.25,Lycopodium annotinum,0,735,22172,0
34.25,HdV-1,0,735,22172,0
34.25,HdV-13,0,735,22172,0
34.25,HdV-55A,0,735,22172,0
34.25,HdV-112,0,735,22172,0
34.25,HdV-113,0,735,22172,0
34.25,HdV-205,0,735,22172,0
34.25,HdV-126 Clasterosporium caricinum,0,735,22172,0
34.25,HdV-143,0,735,22172,0
34.25,HdV-572,0,735,22172,0
34.25,Glomeromycota,0,735,22172,0
34.75,Cyperaceae,146,665.5,8133,21.93839218632607
34.75,Sparganium type,0,665.5,8133,0
34.75,Alismataceae,0,665.5,8133,0
34.75,Iris,0,665.5,8133,0
34.75,Menyanthes,0,665.5,8133,0
34.75,Rumex aquaticus type,0,665.5,8133,0
34.75,Epipctis,0,665.5,8133,0
34.75,Orchidaceae,0,665.5,8133,0
34.75,Drosera rotundifolia type,0,665.5,8133,0
34.75,Scheuchzeria,0,665.5,8133,0
34.75,Eriocaulon,1,665.5,8133,0.15026296018031557
34.75,Litorella,2,665.5,8133,0.30052592036063114
34.75,Sphagnum,103,665.5,8133,15.477084898572501
34.75,Selaginella selaginoides,2,665.5,8133,0.30052592036063114
34.75,HdV-127,0,665.5,8133,0
34.75,Filicales monolete,30,665.5,8133,4.507888805409467
34.75,Thelypteris,0,665.5,8133,0
34.75,Polypodium,0,665.5,8133,0
34.75,Pteridium,1,665.5,8133,0.15026296018031557
34.75,Osmunda,21,665.5,8133,3.155522163786627
34.75,Botrychium,0,665.5,8133,0
34.75,Equisetum,1,665.5,8133,0.15026296018031557
34.75,Huperzia,5,665.5,8133,0.7513148009015778
34.75,Lycopodiella inundata,0,665.5,8133,0
34.75,Lycopodium annotinum,0,665.5,8133,0
34.75,HdV-1,0,665.5,8133,0
34.75,HdV-13,6,665.5,8133,0.9015777610818932
34.75,HdV-55A,1,665.5,8133,0.15026296018031557
34.75,HdV-112,0,665.5,8133,0
34.75,HdV-113,0,665.5,8133,0
34.75,HdV-205,0,665.5,8133,0
34.75,HdV-126 Clasterosporium caricinum,0,665.5,8133,0
34.75,HdV-143,0,665.5,8133,0
34.75,HdV-572,1,665.5,8133,0.15026296018031557
34.75,Glomeromycota,0,665.5,8133,0
35.25,Cyperaceae,133,502.5,1359,26.46766169154229
35.25,Sparganium type,0,502.5,1359,0
35.25,Alismataceae,0,502.5,1359,0
35.25,Iris,0,502.5,1359,0
35.25,Menyanthes,0,502.5,1359,0
35.25,Rumex aquaticus type,1,502.5,1359,0.1990049751243781
35.25,Epipctis,0,502.5,1359,0
35.25,Orchidaceae,0,502.5,1359,0
35.25,Drosera rotundifolia type,0,502.5,1359,0
35.25,Scheuchzeria,0,502.5,1359,0
35.25,Eriocaulon,1,502.5,1359,0.1990049751243781
35.25,Litorella,0,502.5,1359,0
35.25,Sphagnum,95,502.5,1359,18.90547263681592
35.25,Selaginella selaginoides,2,502.5,1359,0.3980099502487562
35.25,HdV-127,0,502.5,1359,0
35.25,Filicales monolete,14,502.5,1359,2.7860696517412937
35.25,Thelypteris,0,502.5,1359,0
35.25,Polypodium,1,502.5,1359,0.1990049751243781
35.25,Pteridium,1,502.5,1359,0.1990049751243781
35.25,Osmunda,6,502.5,1359,1.1940298507462688
35.25,Botrychium,0,502.5,1359,0
35.25,Equisetum,4,502.5,1359,0.7960199004975124
35.25,Huperzia,5,502.5,1359,0.9950248756218906
35.25,Lycopodiella inundata,1,502.5,1359,0.1990049751243781
35.25,Lycopodium annotinum,0,502.5,1359,0
35.25,HdV-1,0,502.5,1359,0
35.25,HdV-13,1,502.5,1359,0.1990049751243781
35.25,HdV-55A,0,502.5,1359,0
35.25,HdV-112,0,502.5,1359,0
35.25,HdV-113,0,502.5,1359,0
35.25,HdV-205,0,502.5,1359,0
35.25,HdV-126 Clasterosporium caricinum,0,502.5,1359,0
35.25,HdV-143,0,502.5,1359,0
35.25,HdV-572,0,502.5,1359,0
35.25,Glomeromycota,0,502.5,1359,0
35.75,Cyperaceae,208,802.5,7590,25.9190031152648
35.75,Sparganium type,0,802.5,7590,0
35.75,Alismataceae,0,802.5,7590,0
35.75,Iris,0,802.5,7590,0
35.75,Menyanthes,0,802.5,7590,0
35.75,Rumex aquaticus type,1,802.5,7590,0.12461059190031153
35.75,Epipctis,1,802.5,7590,0.12461059190031153
35.75,Orchidaceae,0,802.5,7590,0
35.75,Drosera rotundifolia type,1,802.5,7590,0.12461059190031153
35.75,Scheuchzeria,0,802.5,7590,0
35.75,Eriocaulon,2,802.5,7590,0.24922118380062305
35.75,Litorella,4,802.5,7590,0.4984423676012461
35.75,Sphagnum,113,802.5,7590,14.080996884735203
35.75,Selaginella selaginoides,5,802.5,7590,0.6230529595015576
35.75,HdV-127,0,802.5,7590,0
35.75,Filicales monolete,38,802.5,7590,4.7352024922118385
35.75,Thelypteris,0,802.5,7590,0
35.75,Polypodium,1,802.5,7590,0.12461059190031153
35.75,Pteridium,1,802.5,7590,0.12461059190031153
35.75,Osmunda,18,802.5,7590,2.2429906542056073
35.75,Botrychium,2,802.5,7590,0.24922118380062305
35.75,Equisetum,1,802.5,7590,0.12461059190031153
35.75,Huperzia,5,802.5,7590,0.6230529595015576
35.75,Lycopodiella inundata,2,802.5,7590,0.24922118380062305
35.75,Lycopodium annotinum,0,802.5,7590,0
35.75,HdV-1,0,802.5,7590,0
35.75,HdV-13,0,802.5,7590,0
35.75,HdV-55A,0,802.5,7590,0
35.75,HdV-112,0,802.5,7590,0
35.75,HdV-113,0,802.5,7590,0
35.75,HdV-205,0,802.5,7590,0
35.75,HdV-126 Clasterosporium caricinum,0,802.5,7590,0
35.75,HdV-143,0,802.5,7590,0
35.75,HdV-572,1,802.5,7590,0.12461059190031153
35.75,Glomeromycota,0,802.5,7590,0
36.25,Cyperaceae,142,546,2245,26.00732600732601
36.25,Sparganium type,0,546,2245,0
36.25,Alismataceae,0,546,2245,0
36.25,Iris,0,546,2245,0
36.25,Menyanthes,0,546,2245,0
36.25,Rumex aquaticus type,0,546,2245,0
36.25,Epipctis,0,546,2245,0
36.25,Orchidaceae,0,546,2245,0
36.25,Drosera rotundifolia type,1,546,2245,0.18315018315018314
36.25,Scheuchzeria,0,546,2245,0
36.25,Eriocaulon,0,546,2245,0
36.25,Litorella,0,546,2245,0
36.25,Sphagnum,93,546,2245,17.032967032967033
36.25,Selaginella selaginoides,2,546,2245,0.3663003663003663
36.25,HdV-127,0,546,2245,0
36.25,Filicales monolete,22,546,2245,4.029304029304029
36.25,Thelypteris,0,546,2245,0
36.25,Polypodium,0,546,2245,0
36.25,Pteridium,0,546,2245,0
36.25,Osmunda,18,546,2245,3.296703296703297
36.25,Botrychium,0,546,2245,0
36.25,Equisetum,0,546,2245,0
36.25,Huperzia,3,546,2245,0.5494505494505495
36.25,Lycopodiella inundata,1,546,2245,0.18315018315018314
36.25,Lycopodium annotinum,0,546,2245,0
36.25,HdV-1,1,546,2245,0.18315018315018314
36.25,HdV-13,4,546,2245,0.7326007326007326
36.25,HdV-55A,1,546,2245,0.18315018315018314
36.25,HdV-112,0,546,2245,0
36.25,HdV-113,1,546,2245,0.18315018315018314
36.25,HdV-205,0,546,2245,0
36.25,HdV-126 Clasterosporium caricinum,0,546,2245,0
36.25,HdV-143,0,546,2245,0
36.25,HdV-572,2,546,2245,0.3663003663003663
36.25,Glomeromycota,0,546,2245,0
36.75,Cyperaceae,214,808,2110,26.48514851485149
36.75,Sparganium type,0,808,2110,0
36.75,Alismataceae,0,808,2110,0
36.75,Iris,0,808,2110,0
36.75,Menyanthes,1,808,2110,0.12376237623762376
36.75,Rumex aquaticus type,0,808,2110,0
36.75,Epipctis,0,808,2110,0
36.75,Orchidaceae,0,808,2110,0
36.75,Drosera rotundifolia type,0,808,2110,0
36.75,Scheuchzeria,0,808,2110,0
36.75,Eriocaulon,0,808,2110,0
36.75,Litorella,4,808,2110,0.49504950495049505
36.75,Sphagnum,137,808,2110,16.955445544554458
36.75,Selaginella selaginoides,7,808,2110,0.8663366336633664
36.75,HdV-127,0,808,2110,0
36.75,Filicales monolete,20,808,2110,2.4752475247524752
36.75,Thelypteris,0,808,2110,0
36.75,Polypodium,1,808,2110,0.12376237623762376
36.75,Pteridium,0,808,2110,0
36.75,Osmunda,9,808,2110,1.1138613861386137
36.75,Botrychium,1,808,2110,0.12376237623762376
36.75,Equisetum,0,808,2110,0
36.75,Huperzia,4,808,2110,0.49504950495049505
36.75,Lycopodiella inundata,1,808,2110,0.12376237623762376
36.75,Lycopodium annotinum,1,808,2110,0.12376237623762376
36.75,HdV-1,2,808,2110,0.24752475247524752
36.75,HdV-13,0,808,2110,0
36.75,HdV-55A,3,808,2110,0.3712871287128713
36.75,HdV-112,1,808,2110,0.12376237623762376
36.75,HdV-113,0,808,2110,0
36.75,HdV-205,0,808,2110,0
36.75,HdV-126 Clasterosporium caricinum,0,808,2110,0
36.75,HdV-143,0,808,2110,0
36.75,HdV-572,1,808,2110,0.12376237623762376
36.75,Glomeromycota,0,808,2110,0
37.25,Cyperaceae,180,844,2031,21.32701421800948
37.25,Sparganium type,2,844,2031,0.23696682464454977
37.25,Alismataceae,0,844,2031,0
37.25,Iris,0,844,2031,0
37.25,Menyanthes,0,844,2031,0
37.25,Rumex aquaticus type,1,844,2031,0.11848341232227488
37.25,Epipctis,0,844,2031,0
37.25,Orchidaceae,0,844,2031,0
37.25,Drosera rotundifolia type,0,844,2031,0
37.25,Scheuchzeria,0,844,2031,0
37.25,Eriocaulon,0,844,2031,0
37.25,Litorella,2,844,2031,0.23696682464454977
37.25,Sphagnum,138,844,2031,16.350710900473935
37.25,Selaginella selaginoides,2,844,2031,0.23696682464454977
37.25,HdV-127,0,844,2031,0
37.25,Filicales monolete,26,844,2031,3.080568720379147
37.25,Thelypteris,0,844,2031,0
37.25,Polypodium,1,844,2031,0.11848341232227488
37.25,Pteridium,1,844,2031,0.11848341232227488
37.25,Osmunda,25,844,2031,2.962085308056872
37.25,Botrychium,0,844,2031,0
37.25,Equisetum,0,844,2031,0
