Depth,taxon,count,apnap_count_sums,count_sum,rel_abund
31.75,Scenedesmus,764,658.5,2195,116.02126044039484
31.75,Pediastrum,804,658.5,2195,122.09567198177676
31.75,Botryococcus,18,658.5,2195,2.733485193621868
31.75,Tetraëdron,0,658.5,2195,0
31.75,HdV-128B,18,658.5,2195,2.733485193621868
32.25,"Potamogeton subgen. 
 Eupotamogeton",5,606.5,2554,0.8244023083264632
32.25,Isoëtes,280,606.5,2554,46.16652926628195
32.25,Scenedesmus,1411,606.5,2554,232.64633140972796
32.25,Pediastrum,512,606.5,2554,84.41879637262984
32.25,Botryococcus,25,606.5,2554,4.122011541632316
32.25,Tetraëdron,0,606.5,2554,0
32.25,HdV-128B,21,606.5,2554,3.4624896949711457
32.75,"Potamogeton subgen. 
 Eupotamogeton",2,697.5,2021,0.2867383512544803
32.75,Isoëtes,240,697.5,2021,34.40860215053764
32.75,Scenedesmus,809,697.5,2021,115.98566308243727
32.75,Pediastrum,590,697.5,2021,84.58781362007169
32.75,Botryococcus,21,697.5,2021,3.010752688172043
32.75,Tetraëdron,0,697.5,2021,0
32.75,HdV-128B,17,697.5,2021,2.437275985663083
33.25,"Potamogeton subgen. 
 Eupotamogeton",1,761,11311,0.1314060446780552
33.25,Isoëtes,353,761,11311,46.386333771353485
33.25,Scenedesmus,10200,761,11311,1340.341655716163
33.25,Pediastrum,408,761,11311,53.613666228646515
33.25,Botryococcus,10,761,11311,1.314060446780552
33.25,Tetraëdron,0,761,11311,0
33.25,HdV-128B,13,761,11311,1.7082785808147174
33.75,"Potamogeton subgen. 
 Eupotamogeton",5,703.5,4736,0.7107320540156361
33.75,Isoëtes,374,703.5,4736,53.162757640369584
33.75,Scenedesmus,3158,703.5,4736,448.8983653162758
33.75,Pediastrum,823,703.5,4736,116.98649609097372
33.75,Botryococcus,26,703.5,4736,3.6958066808813075
33.75,Tetraëdron,42,703.5,4736,5.970149253731343
33.75,HdV-128B,9,703.5,4736,1.279317697228145
34.25,"Potamogeton subgen. 
 Eupotamogeton",7,735,22172,0.9523809523809524
34.25,Isoëtes,438,735,22172,59.591836734693885
34.25,Scenedesmus,18980,735,22172,2582.312925170068
34.25,Pediastrum,2190,735,22172,297.9591836734694
34.25,Botryococcus,35,735,22172,4.761904761904762
34.25,Tetraëdron,146,735,22172,19.86394557823129
34.25,HdV-128B,16,735,22172,2.1768707482993195
34.75,"Potamogeton subgen. 
 Eupotamogeton",9,665.5,8133,1.35236664162284
34.75,Isoëtes,331,665.5,8133,49.73703981968445
34.75,Scenedesmus,6620,665.5,8133,994.7407963936889
34.75,Pediastrum,794,665.5,8133,119.30879038317055
34.75,Botryococcus,34,665.5,8133,5.108940646130729
34.75,Tetraëdron,0,665.5,8133,0
34.75,HdV-128B,17,665.5,8133,2.5544703230653645
35.25,"Potamogeton subgen. 
 Eupotamogeton",10,502.5,1359,1.9900497512437811
35.25,Isoëtes,382,502.5,1359,76.01990049751244
35.25,Scenedesmus,334,502.5,1359,66.46766169154229
35.25,Pediastrum,334,502.5,1359,66.46766169154229
35.25,Botryococcus,25,502.5,1359,4.975124378109453
35.25,Tetraëdron,0,502.5,1359,0
35.25,HdV-128B,7,502.5,1359,1.3930348258706469
35.75,"Potamogeton subgen. 
 Eupotamogeton",5,802.5,7590,0.6230529595015576
35.75,Isoëtes,344,802.5,7590,42.86604361370717
35.75,Scenedesmus,3588,802.5,7590,447.1028037383178
35.75,Pediastrum,3120,802.5,7590,388.78504672897196
35.75,Botryococcus,29,802.5,7590,3.6137071651090342
35.75,Tetraëdron,78,802.5,7590,9.719626168224298
35.75,HdV-128B,14,802.5,7590,1.7445482866043613
36.25,"Potamogeton subgen. 
 Eupotamogeton",1,546,2245,0.18315018315018314
36.25,Isoëtes,177,546,2245,32.417582417582416
36.25,Scenedesmus,748,546,2245,136.996336996337
36.25,Pediastrum,968,546,2245,177.28937728937728
36.25,Botryococcus,23,546,2245,4.212454212454213
36.25,Tetraëdron,15,546,2245,2.7472527472527473
36.25,HdV-128B,12,546,2245,2.197802197802198
36.75,"Potamogeton subgen. 
 Eupotamogeton",8,808,2110,0.9900990099009901
36.75,Isoëtes,282,808,2110,34.900990099009896
36.75,Scenedesmus,657,808,2110,81.3118811881188
36.75,Pediastrum,657,808,2110,81.3118811881188
36.75,Botryococcus,19,808,2110,2.3514851485148514
36.75,Tetraëdron,60,808,2110,7.425742574257425
36.75,HdV-128B,14,808,2110,1.7326732673267329
37.25,"Potamogeton subgen. 
 Eupotamogeton",2,844,2031,0.23696682464454977
37.25,Isoëtes,248,844,2031,29.383886255924168
37.25,Scenedesmus,543,844,2031,64.33649289099526
37.25,Pediastrum,791,844,2031,93.72037914691943
37.25,Botryococcus,44,844,2031,5.213270142180095
37.25,Tetraëdron,0,844,2031,0
37.25,HdV-128B,5,844,2031,0.5924170616113744
37.75,"Potamogeton subgen. 
 Eupotamogeton",6,665.5,2024,0.9015777610818932
37.75,Isoëtes,308,665.5,2024,46.28099173553719
37.75,Scenedesmus,325,665.5,2024,48.83546205860255
37.75,Pediastrum,984,665.5,2024,147.8587528174305
37.75,Botryococcus,23,665.5,2024,3.4560480841472576
37.75,Tetraëdron,16,665.5,2024,2.404207362885049
37.75,HdV-128B,5,665.5,2024,0.7513148009015778
38.25,"Potamogeton subgen. 
 Eupotamogeton",4,724,2487,0.5524861878453038
38.25,Isoëtes,255,724,2487,35.22099447513812
38.25,Scenedesmus,382,724,2487,52.762430939226526
38.25,Pediastrum,1431,724,2487,197.65193370165747
38.25,Botryococcus,34,724,2487,4.696132596685083
38.25,Tetraëdron,0,724,2487,0
38.25,HdV-128B,6,724,2487,0.8287292817679558
